seq_id,state,label,confidence,stress,slouch_score,spine_angle,arms_crossed_rate,face_touch_rate
84,upright,0,56.13,43.87,0.3385,1.15,1.0,0.0
85,upright,0,56.24,43.76,0.3556,1.8,1.0,0.0
86,upright,0,55.82,44.18,0.3592,1.39,1.0,0.0
87,upright,0,55.7,44.3,0.3531,1.74,1.0,0.0
88,upright,0,56.1,43.9,0.3342,0.99,1.0,0.0
89,upright,0,56.06,43.94,0.3463,1.66,1.0,0.0
90,upright,0,56.26,43.74,0.3146,0.96,1.0,0.0
91,upright,0,56.83,43.17,0.3265,1.48,1.0,0.0
92,upright,0,56.11,43.89,0.3365,1.14,1.0,0.0
93,upright,0,54.9,45.1,0.4047,2.5,1.0,0.0
94,upright,0,56.25,43.75,0.3232,0.93,1.0,0.0
95,upright,0,55.34,44.66,0.4216,2.5,1.0,0.0
96,upright,0,54.88,45.12,0.3761,2.61,1.0,0.0
97,upright,0,55.93,44.07,0.3246,1.0,1.0,0.0
98,upright,0,55.42,44.58,0.3896,2.43,1.0,0.0
99,upright,0,55.48,44.52,0.3602,2.25,1.0,0.0
100,upright,0,55.71,44.29,0.3678,1.84,1.0,0.0
101,upright,0,56.24,43.76,0.3721,1.58,1.0,0.0
102,upright,0,55.01,44.99,0.4169,1.63,1.0,0.0
103,upright,0,56.29,43.71,0.3665,2.02,1.0,0.0
104,upright,0,55.66,44.34,0.3833,2.4,1.0,0.0
105,upright,0,55.55,44.45,0.399,2.59,1.0,0.0
106,upright,0,56.05,43.95,0.3354,1.18,1.0,0.0
107,upright,0,56.26,43.74,0.326,1.54,1.0,0.0
108,upright,0,55.6,44.4,0.368,2.46,1.0,0.0
109,upright,0,55.27,44.73,0.371,1.58,1.0,0.0
110,upright,0,56.52,43.48,0.3453,2.06,1.0,0.0
111,upright,0,56.05,43.95,0.3451,1.48,1.0,0.0
112,upright,0,56.15,43.85,0.3577,1.62,1.0,0.0
113,upright,0,55.96,44.04,0.3721,2.9,1.0,0.0
114,upright,0,56.3,43.7,0.3308,1.45,1.0,0.0
115,upright,0,55.3,44.7,0.4012,2.7,1.0,0.0
116,upright,0,55.74,44.26,0.374,2.85,1.0,0.0
117,upright,0,55.54,44.46,0.3889,2.58,1.0,0.0
118,upright,0,56.27,43.73,0.3172,1.24,1.0,0.0
119,upright,0,56.03,43.97,0.3438,1.59,1.0,0.0
120,neutral,1,57.67,42.33,0.2544,1.93,0.9667,0.0
121,neutral,1,56.76,43.24,0.2645,1.27,1.0,0.0
122,neutral,1,56.56,43.44,0.2599,1.47,1.0,0.0
123,neutral,1,56.43,43.57,0.2594,1.47,1.0,0.0
124,neutral,1,56.25,43.75,0.284,2.37,1.0,0.0
125,neutral,1,56.88,43.12,0.2663,2.52,1.0,0.0
126,neutral,1,56.92,43.08,0.2528,1.15,1.0,0.0
127,neutral,1,56.8,43.2,0.2491,1.27,1.0,0.0
128,neutral,1,56.83,43.17,0.2654,1.78,1.0,0.0
129,neutral,1,56.98,43.02,0.2534,2.27,1.0,0.0
130,neutral,1,57.58,42.42,0.2026,1.09,1.0,0.0
131,neutral,1,57.11,42.89,0.2413,1.43,1.0,0.0
132,neutral,1,57.17,42.83,0.2534,2.12,1.0,0.0
133,neutral,1,57.93,42.07,0.2861,3.86,0.9333,0.0
134,neutral,1,57.21,42.79,0.2355,1.28,1.0,0.0
135,neutral,1,58.31,41.69,0.2541,2.14,0.9333,0.0
136,neutral,1,57.09,42.91,0.2829,1.7,1.0,0.0
137,neutral,1,57.38,42.62,0.2233,1.24,1.0,0.0
138,neutral,1,56.04,43.96,0.309,1.8,1.0,0.0
139,neutral,1,57.61,42.39,0.2591,3.14,0.9333,0.0
140,neutral,1,57.55,42.45,0.2079,0.78,1.0,0.0
141,neutral,1,55.86,44.14,0.332,2.73,1.0,0.0
142,neutral,1,57.05,42.95,0.2355,1.13,1.0,0.0
143,neutral,1,57.17,42.83,0.2416,1.67,1.0,0.0
144,neutral,1,57.11,42.89,0.2535,1.46,1.0,0.0
145,neutral,1,56.69,43.31,0.2564,1.39,1.0,0.0
146,neutral,1,56.65,43.35,0.2715,2.07,1.0,0.0
147,neutral,1,56.8,43.2,0.2602,1.55,1.0,0.0
148,neutral,1,57.07,42.93,0.2623,2.21,1.0,0.0
149,neutral,1,57.27,42.73,0.2182,1.46,1.0,0.0
150,neutral,1,55.67,44.33,0.3349,2.61,1.0,0.0
151,neutral,1,57.1,42.9,0.2788,2.35,0.9667,0.0
152,neutral,1,55.46,44.54,0.3179,2.01,1.0,0.0
153,neutral,1,56.77,43.23,0.2562,1.48,1.0,0.0
154,neutral,1,56.95,43.05,0.2619,1.97,1.0,0.0
155,neutral,1,56.18,43.82,0.2977,2.34,1.0,0.0
156,neutral,1,57.1,42.9,0.2249,1.15,1.0,0.0
157,neutral,1,56.76,43.24,0.2617,1.35,1.0,0.0
158,neutral,1,57.64,42.36,0.2274,2.45,1.0,0.0
159,neutral,1,56.39,43.61,0.2685,1.37,1.0,0.0
160,neutral,1,56.05,43.95,0.3011,1.53,1.0,0.0
161,neutral,1,56.8,43.2,0.2475,1.14,1.0,0.0
162,neutral,1,56.19,43.81,0.2816,1.94,1.0,0.0
163,neutral,1,57.14,42.86,0.2925,1.7,0.9667,0.0
164,neutral,1,56.33,43.67,0.2738,2.79,1.0,0.0
165,neutral,1,56.59,43.41,0.285,2.76,1.0,0.0
166,neutral,1,56.05,43.95,0.3044,2.35,1.0,0.0
167,neutral,1,57.32,42.68,0.2353,1.44,1.0,0.0
168,neutral,1,57.25,42.75,0.265,2.64,1.0,0.0
169,neutral,1,56.24,43.76,0.292,2.1,1.0,0.0
170,neutral,1,56.4,43.6,0.2681,2.52,1.0,0.0
171,neutral,1,56.18,43.82,0.2846,1.52,1.0,0.0
172,neutral,1,56.87,43.13,0.2668,1.68,1.0,0.0
173,neutral,1,56.77,43.23,0.2625,1.37,1.0,0.0
174,neutral,1,55.75,44.25,0.2884,2.67,1.0,0.0
175,neutral,1,55.91,44.09,0.3386,2.97,0.9667,0.0
176,neutral,1,56.62,43.38,0.2866,2.24,1.0,0.0
177,neutral,1,57.02,42.98,0.2391,1.46,1.0,0.0
178,neutral,1,56.59,43.41,0.2635,3.4,1.0,0.0
179,neutral,1,57.07,42.93,0.2453,1.11,1.0,0.0
180,neutral,1,57.4,42.6,0.2541,2.64,1.0,0.0
181,neutral,1,57.21,42.79,0.226,1.36,1.0,0.0
182,neutral,1,55.7,44.3,0.3072,2.18,1.0,0.0
183,neutral,1,56.78,43.22,0.2506,1.88,1.0,0.0
184,neutral,1,56.59,43.41,0.2499,1.6,1.0,0.0
185,neutral,1,56.93,43.07,0.2907,2.33,0.9667,0.0
186,neutral,1,56.8,43.2,0.2565,1.26,1.0,0.0
187,neutral,1,57.2,42.8,0.2264,1.37,1.0,0.0
188,neutral,1,56.71,43.29,0.2697,2.22,1.0,0.0
189,neutral,1,56.69,43.31,0.2529,1.44,1.0,0.0
190,neutral,1,56.84,43.16,0.3057,2.57,0.9333,0.0
191,neutral,1,57.5,42.5,0.2286,1.47,1.0,0.0
192,neutral,1,57.59,42.4,0.2297,1.63,1.0,0.0
193,neutral,1,57.1,42.9,0.2885,2.12,0.9667,0.0
194,neutral,1,57.17,42.83,0.2423,1.14,1.0,0.0
195,neutral,1,55.77,44.23,0.3117,2.21,1.0,0.0
196,neutral,1,55.71,44.29,0.3017,2.09,1.0,0.0
197,neutral,1,57.0,43.0,0.2363,2.07,1.0,0.0
198,neutral,1,56.15,43.85,0.295,2.23,1.0,0.0
199,neutral,1,56.94,43.06,0.2718,2.59,0.9667,0.0
200,neutral,1,57.04,42.96,0.2445,1.99,1.0,0.0
201,neutral,1,56.86,43.14,0.2854,2.7,1.0,0.0
202,neutral,1,56.85,43.15,0.2462,1.98,1.0,0.0
203,neutral,1,57.22,42.78,0.2396,1.55,1.0,0.0
204,neutral,1,57.3,42.7,0.2457,1.65,1.0,0.0
205,neutral,1,57.28,42.72,0.2675,2.37,0.9667,0.0
206,neutral,1,56.61,43.39,0.2798,2.16,1.0,0.0
207,neutral,1,56.39,43.61,0.2914,3.42,1.0,0.0
208,neutral,1,57.07,42.93,0.251,1.76,1.0,0.0
209,neutral,1,56.85,43.15,0.2653,2.13,1.0,0.0
210,neutral,1,56.6,43.4,0.2698,2.42,1.0,0.0
211,neutral,1,56.18,43.82,0.2886,1.9,1.0,0.0
212,neutral,1,57.02,42.98,0.2967,1.82,0.9667,0.0
213,neutral,1,57.32,42.68,0.2313,1.35,1.0,0.0
214,neutral,1,56.55,43.45,0.3295,3.61,0.9333,0.0
215,neutral,1,56.61,43.39,0.2618,2.07,1.0,0.0
216,neutral,1,57.16,42.84,0.2287,1.36,1.0,0.0
217,neutral,1,55.97,44.03,0.306,2.66,1.0,0.0
218,neutral,1,55.91,44.09,0.3057,2.69,1.0,0.0
219,neutral,1,56.83,43.17,0.2463,1.16,1.0,0.0
220,neutral,1,55.5,44.5,0.3324,2.18,1.0,0.0
221,neutral,1,56.51,43.49,0.2917,2.74,1.0,0.0
222,neutral,1,56.8,43.2,0.2539,1.57,1.0,0.0
223,neutral,1,55.83,44.17,0.3282,2.35,1.0,0.0
224,neutral,1,57.06,42.94,0.2546,2.13,1.0,0.0
225,neutral,1,57.29,42.71,0.2378,1.3,1.0,0.0
226,neutral,1,56.26,43.74,0.2667,2.03,1.0,0.0
227,neutral,1,57.5,42.5,0.2299,2.25,1.0,0.0
228,neutral,1,57.07,42.93,0.2381,2.04,1.0,0.0
229,neutral,1,57.46,42.54,0.2193,1.01,1.0,0.0
230,neutral,1,56.79,43.21,0.2517,1.25,1.0,0.0
231,neutral,1,57.49,42.51,0.2294,1.03,1.0,0.0
232,neutral,1,56.19,43.81,0.2723,2.47,1.0,0.0
233,neutral,1,56.43,43.57,0.2652,1.69,1.0,0.0
234,neutral,1,56.48,43.52,0.2755,2.49,1.0,0.0
235,neutral,1,57.38,42.62,0.2164,0.85,1.0,0.0
236,neutral,1,56.86,43.14,0.253,1.83,1.0,0.0
237,neutral,1,56.85,43.15,0.2447,1.38,1.0,0.0
238,neutral,1,56.29,43.71,0.2686,1.67,1.0,0.0
239,neutral,1,56.88,43.12,0.2606,1.58,1.0,0.0
240,neutral,1,56.27,43.73,0.2964,2.92,1.0,0.0
241,neutral,1,56.3,43.7,0.3068,2.11,1.0,0.0
242,neutral,1,57.59,42.41,0.276,2.77,0.9667,0.0
243,neutral,1,56.55,43.45,0.3026,2.22,1.0,0.0
244,neutral,1,56.57,43.43,0.268,2.3,1.0,0.0
245,neutral,1,57.13,42.87,0.2408,1.5,1.0,0.0
246,neutral,1,56.97,43.03,0.2479,1.97,1.0,0.0
247,neutral,1,56.06,43.94,0.2885,1.9,1.0,0.0
248,neutral,1,56.96,43.04,0.255,1.14,1.0,0.0
249,neutral,1,56.91,43.09,0.2354,1.74,1.0,0.0
250,neutral,1,56.7,43.3,0.2379,2.48,1.0,0.0
251,neutral,1,56.79,43.21,0.2537,1.12,1.0,0.0
252,neutral,1,56.39,43.61,0.2777,1.47,1.0,0.0
253,neutral,1,56.78,43.22,0.3069,2.47,0.9667,0.0
254,neutral,1,57.07,42.93,0.2453,1.56,1.0,0.0
255,neutral,1,56.86,43.14,0.2505,1.62,1.0,0.0
256,neutral,1,55.76,44.24,0.2942,2.35,1.0,0.0
257,neutral,1,56.49,43.51,0.2557,1.86,1.0,0.0
258,neutral,1,57.13,42.87,0.2187,1.07,1.0,0.0
259,neutral,1,57.45,42.55,0.2137,0.83,1.0,0.0
260,neutral,1,56.39,43.61,0.329,3.11,0.9667,0.0
261,neutral,1,56.81,43.19,0.2391,1.26,1.0,0.0
262,neutral,1,56.96,43.04,0.2831,2.01,1.0,0.0
263,neutral,1,56.82,43.18,0.2638,1.51,1.0,0.0
264,neutral,1,57.0,43.0,0.2306,1.2,1.0,0.0
265,neutral,1,57.17,42.83,0.2655,3.0,0.9667,0.0
266,neutral,1,57.03,42.97,0.294,2.57,0.9667,0.0
267,neutral,1,55.18,44.82,0.3036,2.98,1.0,0.0
268,neutral,1,56.72,43.28,0.2386,1.37,1.0,0.0
269,neutral,1,56.26,43.74,0.3199,2.1,1.0,0.0
270,neutral,1,56.59,43.41,0.2644,1.09,1.0,0.0
271,neutral,1,57.3,42.7,0.2266,0.83,1.0,0.0
272,neutral,1,56.81,43.19,0.2553,1.74,1.0,0.0
273,neutral,1,56.63,43.37,0.2514,1.32,1.0,0.0
274,neutral,1,55.85,44.15,0.3288,2.1,1.0,0.0
275,neutral,1,57.03,42.97,0.2249,1.08,1.0,0.0
276,neutral,1,56.35,43.65,0.2906,2.4,1.0,0.0
277,neutral,1,56.55,43.45,0.2849,2.65,1.0,0.0
278,neutral,1,57.09,42.91,0.2518,1.17,1.0,0.0
279,neutral,1,56.63,43.37,0.2581,1.81,1.0,0.0
280,slouched,2,61.46,38.54,0.1299,2.1,0.7,0.0333
281,slouched,2,60.99,39.01,0.1464,3.4,0.7667,0.0667
282,slouched,2,56.44,43.56,0.0815,1.53,1.0,0.0
283,slouched,2,59.11,40.89,0.0698,1.13,0.9,0.0
284,slouched,2,59.36,40.64,0.0901,2.09,0.9,0.0
285,slouched,2,61.61,38.39,0.1236,3.25,0.7333,0.0333
286,slouched,2,62.34,37.66,0.1474,2.52,0.6333,0.0667
287,slouched,2,63.1,36.9,0.1627,2.59,0.6,0.1
288,slouched,2,60.24,39.76,0.0958,2.7,0.8333,0.0
289,slouched,2,59.93,40.07,0.1493,2.34,0.8333,0.0
290,slouched,2,61.47,38.53,0.1502,2.55,0.7333,0.0667
291,slouched,2,61.53,38.47,0.1208,2.27,0.7333,0.0333
292,slouched,2,58.46,41.54,0.1155,2.05,0.9333,0.0
293,slouched,2,61.35,38.65,0.1292,2.26,0.7667,0.0333
294,slouched,2,60.78,39.22,0.1169,1.89,0.7667,0.0667
295,slouched,2,61.45,38.55,0.1381,2.7,0.8,0.0
296,slouched,2,60.41,39.59,0.1006,1.72,0.8333,0.0
297,slouched,2,63.72,36.28,0.144,3.38,0.5667,0.0
298,slouched,2,61.74,38.26,0.0954,1.39,0.7667,0.0
299,slouched,2,64.56,35.44,0.1119,2.76,0.6,0.0333
300,slouched,2,65.61,34.39,0.1304,2.44,0.5667,0.0
301,slouched,2,59.27,40.73,0.0794,1.2,0.9,0.0
302,slouched,2,62.03,37.97,0.1082,1.8,0.7333,0.0333
303,slouched,2,59.85,40.15,0.1266,2.58,0.8667,0.0
304,slouched,2,60.47,39.53,0.1362,3.22,0.7667,0.1
305,slouched,2,61.44,38.56,0.1491,3.04,0.7,0.0667
306,slouched,2,66.05,33.95,0.1398,3.73,0.5333,0.1333
307,slouched,2,63.97,36.03,0.1495,3.74,0.5333,0.1333
308,slouched,2,66.06,33.94,0.1419,1.85,0.5667,0.0
309,slouched,2,65.39,34.61,0.1207,2.75,0.5333,0.0333
310,slouched,2,62.08,37.92,0.1156,2.61,0.7,0.0333
311,slouched,2,57.38,42.62,0.0809,1.21,0.9667,0.0
312,slouched,2,62.53,37.47,0.1166,2.11,0.7667,0.0
313,slouched,2,62.79,37.21,0.1118,3.08,0.7333,0.0667
314,slouched,2,62.57,37.43,0.1564,3.2,0.7,0.0
315,slouched,2,64.84,35.16,0.1294,2.17,0.6667,0.0
316,slouched,2,60.33,39.67,0.1268,2.08,0.8,0.0
317,slouched,2,61.28,38.72,0.1038,2.42,0.8,0.0
318,slouched,2,60.47,39.53,0.1485,2.32,0.8,0.0
319,slouched,2,64.89,35.11,0.1349,2.45,0.6,0.0
320,slouched,2,58.71,41.29,0.0841,1.59,0.9,0.0
321,slouched,2,61.91,38.09,0.1148,2.63,0.7667,0.0333
322,slouched,2,58.21,41.79,0.0748,1.03,0.9333,0.0
323,slouched,2,60.73,39.27,0.1239,2.43,0.8,0.0667
324,slouched,2,65.09,34.91,0.1203,3.5,0.5667,0.0333
325,slouched,2,56.44,43.56,0.0912,1.15,1.0,0.0
326,slouched,2,60.34,39.66,0.1395,3.66,0.7333,0.1
327,slouched,2,58.27,41.73,0.1019,2.11,0.9333,0.0
328,slouched,2,65.28,34.72,0.1277,3.6,0.6,0.0667
329,slouched,2,58.18,41.82,0.0685,1.73,0.9333,0.0
330,slouched,2,62.49,37.51,0.1308,2.15,0.7333,0.0
331,slouched,2,63.73,36.27,0.1288,2.24,0.6667,0.0
332,slouched,2,61.42,38.58,0.1188,2.0,0.7333,0.0
333,slouched,2,62.83,37.17,0.1265,2.27,0.7,0.0333
334,slouched,2,60.96,39.04,0.0944,2.06,0.8,0.0333
335,slouched,2,60.38,39.62,0.1156,2.15,0.7667,0.0333
336,slouched,2,63.49,36.51,0.1602,3.76,0.6333,0.1
337,slouched,2,60.49,39.51,0.1068,2.18,0.8333,0.0
338,slouched,2,63.86,36.14,0.1319,2.53,0.7,0.0
339,slouched,2,63.15,36.85,0.1323,2.62,0.7,0.0333
340,slouched,2,63.02,36.98,0.1849,3.96,0.5667,0.1333
341,slouched,2,61.56,38.44,0.1453,2.51,0.6667,0.0667
342,slouched,2,59.7,40.3,0.1089,1.64,0.8667,0.0
343,slouched,2,64.72,35.28,0.1393,2.75,0.5667,0.0333
344,slouched,2,62.82,37.18,0.1272,2.01,0.7333,0.0333
345,slouched,2,61.49,38.51,0.1429,2.28,0.7333,0.0667
346,slouched,2,59.82,40.18,0.1133,1.44,0.8667,0.0
347,slouched,2,57.26,42.74,0.1037,1.38,0.9667,0.0
348,slouched,2,60.12,39.88,0.1256,2.15,0.8,0.0333
349,slouched,2,63.84,36.16,0.1234,2.79,0.6667,0.0333
350,slouched,2,58.47,41.53,0.0953,1.59,0.9,0.0
351,slouched,2,64.37,35.63,0.1424,2.62,0.6333,0.0
352,slouched,2,61.89,38.11,0.129,2.45,0.7,0.0
353,slouched,2,63.52,36.48,0.1284,2.39,0.6333,0.0333
354,slouched,2,57.04,42.96,0.0623,0.94,1.0,0.0
355,slouched,2,60.3,39.7,0.1043,1.87,0.8333,0.0
356,slouched,2,59.66,40.34,0.0741,1.18,0.8667,0.0
357,slouched,2,63.94,36.06,0.136,2.55,0.6333,0.1
358,slouched,2,63.16,36.84,0.138,2.89,0.6333,0.0667
359,slouched,2,60.86,39.14,0.1028,2.63,0.8,0.0
360,slouched,2,58.7,41.3,0.1154,1.91,0.9,0.0333
361,slouched,2,60.7,39.3,0.1474,2.67,0.7667,0.0333
362,slouched,2,64.55,35.45,0.1343,2.21,0.6,0.0
363,slouched,2,60.49,39.51,0.1091,1.77,0.8667,0.0
364,slouched,2,60.68,39.32,0.1191,2.33,0.8333,0.0
365,slouched,2,60.34,39.66,0.1369,2.65,0.8333,0.0333
366,slouched,2,64.09,35.91,0.1381,2.84,0.5667,0.0667
367,slouched,2,57.72,42.28,0.1,1.28,0.9333,0.0
368,slouched,2,58.93,41.07,0.0892,1.36,0.8667,0.0
369,slouched,2,59.06,40.94,0.1163,1.96,0.8667,0.0
370,slouched,2,58.97,41.03,0.1357,2.37,0.8667,0.0333
371,slouched,2,63.61,36.39,0.149,2.51,0.6333,0.0
372,slouched,2,58.32,41.68,0.0912,1.52,0.9,0.0
373,slouched,2,62.13,37.87,0.1516,3.04,0.7333,0.0667
374,slouched,2,59.89,40.11,0.073,1.58,0.8333,0.0
375,slouched,2,58.39,41.61,0.0899,1.57,0.9,0.0
376,slouched,2,61.49,38.51,0.1392,2.4,0.7667,0.0
377,slouched,2,61.01,38.99,0.1043,1.65,0.8,0.0
378,slouched,2,61.17,38.83,0.1125,2.35,0.8,0.0
379,slouched,2,65.07,34.93,0.1158,3.42,0.6667,0.0
380,slouched,2,59.68,40.32,0.0828,1.52,0.8667,0.0
381,slouched,2,61.94,38.06,0.1151,2.35,0.7333,0.0
382,slouched,2,63.28,36.72,0.1546,2.64,0.6333,0.0333
383,slouched,2,57.0,43.0,0.0898,1.13,1.0,0.0
384,slouched,2,57.17,42.83,0.077,1.35,0.9667,0.0
385,slouched,2,56.92,43.08,0.1034,1.44,0.9667,0.0
386,slouched,2,60.62,39.38,0.1236,2.47,0.8,0.0
387,slouched,2,63.53,36.47,0.1539,3.93,0.6,0.0667
388,slouched,2,63.05,36.95,0.1513,3.21,0.7,0.0333
389,slouched,2,63.14,36.86,0.1168,2.2,0.7,0.0333
390,slouched,2,64.2,35.8,0.1417,2.66,0.6333,0.0667
391,slouched,2,58.71,41.29,0.0919,1.32,0.8667,0.0
392,slouched,2,59.14,40.86,0.0991,2.04,0.8667,0.0333
393,slouched,2,60.07,39.93,0.1403,1.94,0.7667,0.0
394,slouched,2,60.09,39.91,0.1057,1.96,0.8333,0.0
395,slouched,2,60.31,39.69,0.1102,2.27,0.8667,0.0
396,slouched,2,64.03,35.97,0.1048,2.66,0.6333,0.0333
397,slouched,2,61.04,38.96,0.0962,1.9,0.8,0.0
398,slouched,2,57.72,42.28,0.1047,1.49,0.9667,0.0
399,slouched,2,67.87,32.13,0.14,3.74,0.4667,0.0
