venue_id,venue_name_clean,venue_address,latitude,longitude,geo_zone,distance_from_tunis_km,day_int,day_text,day_text_fr,day_mean,day_max,traffic_pct,hour,hour_period,visit_window_quality
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,0,Monday,Lundi,26.0,92.0,0.0,10,Matin (8-11h),Trop calme (fermé?)
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,0,Monday,Lundi,26.0,92.0,0.0,11,Matin (8-11h),Trop calme (fermé?)
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,0,Monday,Lundi,26.0,92.0,0.0,12,Midi (12-13h),Trop calme (fermé?)
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,0,Monday,Lundi,26.0,92.0,80.0,13,Midi (12-13h),Très chargé
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,0,Monday,Lundi,26.0,92.0,90.0,14,Après-midi (14-17h),Très chargé
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,0,Monday,Lundi,26.0,92.0,90.0,15,Après-midi (14-17h),Très chargé
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,0,Monday,Lundi,26.0,92.0,85.0,16,Après-midi (14-17h),Très chargé
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,0,Monday,Lundi,26.0,92.0,65.0,17,Après-midi (14-17h),Chargé
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,0,Monday,Lundi,26.0,92.0,45.0,18,Soir (18-20h),Optimal
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,0,Monday,Lundi,26.0,92.0,30.0,19,Soir (18-20h),Optimal
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,0,Monday,Lundi,26.0,92.0,30.0,20,Soir (18-20h),Optimal
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,0,Monday,Lundi,26.0,92.0,35.0,21,Soirée (21-23h),Optimal
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,0,Monday,Lundi,26.0,92.0,40.0,22,Soirée (21-23h),Optimal
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,0,Monday,Lundi,26.0,92.0,45.0,23,Soirée (21-23h),Optimal
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,1,Tuesday,Mardi,24.0,80.0,0.0,0,Nuit (0-7h),Trop calme (fermé?)
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,1,Tuesday,Mardi,24.0,80.0,0.0,1,Nuit (0-7h),Trop calme (fermé?)
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,1,Tuesday,Mardi,24.0,80.0,0.0,2,Nuit (0-7h),Trop calme (fermé?)
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,1,Tuesday,Mardi,24.0,80.0,0.0,3,Nuit (0-7h),Trop calme (fermé?)
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,1,Tuesday,Mardi,24.0,80.0,0.0,4,Nuit (0-7h),Trop calme (fermé?)
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,1,Tuesday,Mardi,24.0,80.0,0.0,5,Nuit (0-7h),Trop calme (fermé?)
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,1,Tuesday,Mardi,24.0,80.0,0.0,6,Nuit (0-7h),Trop calme (fermé?)
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,1,Tuesday,Mardi,24.0,80.0,0.0,7,Nuit (0-7h),Trop calme (fermé?)
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,1,Tuesday,Mardi,24.0,80.0,0.0,8,Matin (8-11h),Trop calme (fermé?)
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,1,Tuesday,Mardi,24.0,80.0,0.0,9,Matin (8-11h),Trop calme (fermé?)
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,1,Tuesday,Mardi,24.0,80.0,0.0,10,Matin (8-11h),Trop calme (fermé?)
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,1,Tuesday,Mardi,24.0,80.0,0.0,11,Matin (8-11h),Trop calme (fermé?)
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,1,Tuesday,Mardi,24.0,80.0,0.0,12,Midi (12-13h),Trop calme (fermé?)
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,1,Tuesday,Mardi,24.0,80.0,80.0,13,Midi (12-13h),Très chargé
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,1,Tuesday,Mardi,24.0,80.0,70.0,14,Après-midi (14-17h),Chargé
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,1,Tuesday,Mardi,24.0,80.0,75.0,15,Après-midi (14-17h),Chargé
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,1,Tuesday,Mardi,24.0,80.0,65.0,16,Après-midi (14-17h),Chargé
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,1,Tuesday,Mardi,24.0,80.0,50.0,17,Après-midi (14-17h),Optimal
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,1,Tuesday,Mardi,24.0,80.0,40.0,18,Soir (18-20h),Optimal
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,1,Tuesday,Mardi,24.0,80.0,40.0,19,Soir (18-20h),Optimal
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,1,Tuesday,Mardi,24.0,80.0,40.0,20,Soir (18-20h),Optimal
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,1,Tuesday,Mardi,24.0,80.0,50.0,21,Soirée (21-23h),Optimal
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,1,Tuesday,Mardi,24.0,80.0,35.0,22,Soirée (21-23h),Optimal
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,1,Tuesday,Mardi,24.0,80.0,50.0,23,Soirée (21-23h),Optimal
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,2,Wednesday,Mercredi,16.0,68.0,0.0,0,Nuit (0-7h),Trop calme (fermé?)
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,2,Wednesday,Mercredi,16.0,68.0,0.0,1,Nuit (0-7h),Trop calme (fermé?)
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,2,Wednesday,Mercredi,16.0,68.0,0.0,2,Nuit (0-7h),Trop calme (fermé?)
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,2,Wednesday,Mercredi,16.0,68.0,0.0,3,Nuit (0-7h),Trop calme (fermé?)
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,2,Wednesday,Mercredi,16.0,68.0,0.0,4,Nuit (0-7h),Trop calme (fermé?)
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,2,Wednesday,Mercredi,16.0,68.0,0.0,5,Nuit (0-7h),Trop calme (fermé?)
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,2,Wednesday,Mercredi,16.0,68.0,0.0,6,Nuit (0-7h),Trop calme (fermé?)
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,2,Wednesday,Mercredi,16.0,68.0,0.0,7,Nuit (0-7h),Trop calme (fermé?)
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,2,Wednesday,Mercredi,16.0,68.0,0.0,8,Matin (8-11h),Trop calme (fermé?)
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,2,Wednesday,Mercredi,16.0,68.0,0.0,9,Matin (8-11h),Trop calme (fermé?)
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,2,Wednesday,Mercredi,16.0,68.0,0.0,10,Matin (8-11h),Trop calme (fermé?)
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,2,Wednesday,Mercredi,16.0,68.0,0.0,11,Matin (8-11h),Trop calme (fermé?)
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,2,Wednesday,Mercredi,16.0,68.0,0.0,12,Midi (12-13h),Trop calme (fermé?)
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,2,Wednesday,Mercredi,16.0,68.0,50.0,13,Midi (12-13h),Optimal
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,2,Wednesday,Mercredi,16.0,68.0,60.0,14,Après-midi (14-17h),Chargé
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,2,Wednesday,Mercredi,16.0,68.0,70.0,15,Après-midi (14-17h),Chargé
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,2,Wednesday,Mercredi,16.0,68.0,60.0,16,Après-midi (14-17h),Chargé
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,2,Wednesday,Mercredi,16.0,68.0,50.0,17,Après-midi (14-17h),Optimal
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,2,Wednesday,Mercredi,16.0,68.0,30.0,18,Soir (18-20h),Optimal
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,2,Wednesday,Mercredi,16.0,68.0,15.0,19,Soir (18-20h),Creux
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,2,Wednesday,Mercredi,16.0,68.0,15.0,20,Soir (18-20h),Creux
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,2,Wednesday,Mercredi,16.0,68.0,30.0,21,Soirée (21-23h),Optimal
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,2,Wednesday,Mercredi,16.0,68.0,10.0,22,Soirée (21-23h),Creux
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,2,Wednesday,Mercredi,16.0,68.0,10.0,23,Soirée (21-23h),Creux
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,3,Thursday,Jeudi,27.0,84.0,0.0,0,Nuit (0-7h),Trop calme (fermé?)
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,3,Thursday,Jeudi,27.0,84.0,0.0,1,Nuit (0-7h),Trop calme (fermé?)
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,3,Thursday,Jeudi,27.0,84.0,0.0,2,Nuit (0-7h),Trop calme (fermé?)
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,3,Thursday,Jeudi,27.0,84.0,0.0,3,Nuit (0-7h),Trop calme (fermé?)
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,3,Thursday,Jeudi,27.0,84.0,0.0,4,Nuit (0-7h),Trop calme (fermé?)
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,3,Thursday,Jeudi,27.0,84.0,0.0,5,Nuit (0-7h),Trop calme (fermé?)
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,3,Thursday,Jeudi,27.0,84.0,0.0,6,Nuit (0-7h),Trop calme (fermé?)
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,3,Thursday,Jeudi,27.0,84.0,0.0,7,Nuit (0-7h),Trop calme (fermé?)
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,3,Thursday,Jeudi,27.0,84.0,0.0,8,Matin (8-11h),Trop calme (fermé?)
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,3,Thursday,Jeudi,27.0,84.0,0.0,9,Matin (8-11h),Trop calme (fermé?)
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,3,Thursday,Jeudi,27.0,84.0,0.0,10,Matin (8-11h),Trop calme (fermé?)
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,3,Thursday,Jeudi,27.0,84.0,0.0,11,Matin (8-11h),Trop calme (fermé?)
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,3,Thursday,Jeudi,27.0,84.0,0.0,12,Midi (12-13h),Trop calme (fermé?)
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,3,Thursday,Jeudi,27.0,84.0,85.0,13,Midi (12-13h),Très chargé
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,3,Thursday,Jeudi,27.0,84.0,85.0,14,Après-midi (14-17h),Très chargé
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,3,Thursday,Jeudi,27.0,84.0,75.0,15,Après-midi (14-17h),Chargé
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,3,Thursday,Jeudi,27.0,84.0,70.0,16,Après-midi (14-17h),Chargé
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,3,Thursday,Jeudi,27.0,84.0,55.0,17,Après-midi (14-17h),Chargé
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,3,Thursday,Jeudi,27.0,84.0,50.0,18,Soir (18-20h),Optimal
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,3,Thursday,Jeudi,27.0,84.0,45.0,19,Soir (18-20h),Optimal
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,3,Thursday,Jeudi,27.0,84.0,40.0,20,Soir (18-20h),Optimal
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,3,Thursday,Jeudi,27.0,84.0,30.0,21,Soirée (21-23h),Optimal
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,3,Thursday,Jeudi,27.0,84.0,70.0,22,Soirée (21-23h),Chargé
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,3,Thursday,Jeudi,27.0,84.0,50.0,23,Soirée (21-23h),Optimal
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,4,Friday,Vendredi,28.0,100.0,0.0,0,Nuit (0-7h),Trop calme (fermé?)
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,4,Friday,Vendredi,28.0,100.0,0.0,1,Nuit (0-7h),Trop calme (fermé?)
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,4,Friday,Vendredi,28.0,100.0,0.0,2,Nuit (0-7h),Trop calme (fermé?)
ven_3043717968656753496f385249525f303467645654354e4a496843,Night Pharmacy,"Q5RH+5V7, Rue Sidi El Bechir, Tunis, Tunisia",36.7904042,10.179664,Nord-Est,3.41,4,Friday,Vendredi,28.0,100.0,0.0,3,Nuit (0-7h),Trop calme (fermé?)
